Time,PSI
0.0005179548263549805,-4.879500000000007
0.02679173946380615,-4.842500000000001
0.05306554317474365,-4.75
0.07933934688568116,-4.491
0.10561314582824707,-4.990499999999997
0.13188692569732666,-5.859999999999999
0.158160719871521,-4.509500000000003
0.18443452835083007,-5.286500000000004
0.21070830821990966,-4.805499999999995
0.23698208332061768,-4.768500000000003
0.2632559061050415,-4.897999999999996
0.28952970981597903,-4.731499999999997
0.3158035087585449,-4.823999999999998
0.3420773220062256,-4.676000000000002
0.3683510971069336,-4.712999999999994
0.39474987983703613,-4.491
0.4196486520767212,-4.676000000000002
0.4459224557876587,-5.009
0.47219624519348147,-4.620500000000007
0.4984700155258179,-4.694500000000005
0.5248688125610351,-4.454000000000008
0.5510176134109497,-4.768500000000003
0.5772914123535157,-4.842500000000001
0.60356520652771,-4.897999999999996
0.6298390054702758,-5.009
0.6562377977371215,-4.971999999999994
0.6823866367340088,-4.787000000000006
0.7086604404449462,-4.953500000000005
0.7349342441558838,-4.620500000000007
0.7612081289291381,-4.3799999999999955
0.7863569402694702,-4.75
0.8125057363510132,-4.509500000000003
0.8387795209884643,-4.805499999999995
0.8650533246994019,-4.897999999999996
0.8913271236419678,-4.731499999999997
0.9177259492874146,-4.731499999999997
0.9439997482299805,-4.731499999999997
0.968898572921753,-4.768500000000003
0.995172381401062,-4.897999999999996
1.0214461660385132,-4.823999999999998
1.0478449583053588,-4.916499999999999
1.0741187715530396,-4.638999999999996
1.1002675533294677,-5.360500000000002
1.1265413284301757,-4.861000000000004
1.1528151321411133,-4.842500000000001
1.1792139530181884,-4.842500000000001
1.2054877471923828,-4.602000000000004
1.2316365242004395,-4.990499999999997
1.2579103231430053,-4.620500000000007
1.2841841316223144,-4.823999999999998
1.3105829429626465,-4.842500000000001
1.3368567371368407,-4.75
1.3630055475234986,-4.953500000000005
1.389279327392578,-4.657499999999999
1.4155531167984008,-4.990499999999997
1.4419519233703613,-4.528000000000006
1.4682257270812988,-4.916499999999999
1.4944995355606079,-5.1569999999999965
1.519398341178894,-4.787000000000006
1.545672149658203,-4.787000000000006
1.5720709228515626,-4.731499999999997
1.5983447217941285,-4.842500000000001
1.6246185398101807,-5.138500000000008
1.650767331123352,-4.823999999999998
1.6770412397384644,-4.546499999999995
1.70344003200531,-4.842500000000001
1.729713854789734,-4.916499999999999
1.7559876394271852,-4.638999999999996
1.7821364498138428,-5.0460000000000065
1.8084102392196655,-4.768500000000003
1.8348090553283691,-4.694500000000005
1.8610828685760499,-4.75
1.8873566579818726,-4.491
1.9135054540634155,-4.564999999999998
1.939779233932495,-4.823999999999998
1.966178035736084,-4.657499999999999
1.9924518299102782,-4.712999999999994
2.0187257146835327,-4.620500000000007
2.0449994802474976,-4.694500000000005
2.069898262023926,-4.195000000000007
2.0950470495224,-4.620500000000007
2.121320853233337,-4.546499999999995
2.1475946617126467,-4.638999999999996
2.173868465423584,-4.731499999999997
2.2000172567367553,-4.583500000000001
2.2264160394668577,-4.897999999999996
2.2526898193359375,-4.3430000000000035
2.27896363735199,-4.897999999999996
2.3052374362945556,-4.75
2.3313862323760985,-4.620500000000007
2.3577850341796873,-4.916499999999999
2.3840588474273683,-4.657499999999999
2.4103327560424805,-4.842500000000001
2.436606559753418,-4.75
2.462755365371704,-5.0460000000000065
2.4904041719436645,-4.861000000000004
2.5166780042648313,-5.027500000000003
2.5429517698287962,-4.602000000000004
2.56922559261322,-5.138500000000008
2.5954993867874148,-4.935000000000002
2.620523190498352,-4.75
2.646797037124634,-4.583500000000001
2.673070816993713,-4.768500000000003
2.699344630241394,-5.1569999999999965
2.7256184148788454,-4.657499999999999
2.7518921995162966,-4.916499999999999
2.7781660079956056,-4.823999999999998
2.8044398164749147,-4.842500000000001
2.8294635915756228,-4.916499999999999
2.8544873809814453,-4.879500000000007
2.8795111894607546,-4.971999999999994
2.9070349884033204,-4.842500000000001
2.932058777809143,-4.879500000000007
2.957082600593567,-4.953500000000005
2.9821064329147338,-4.971999999999994
3.0071302318572997,-4.861000000000004
3.0334040975570677,-4.879500000000007
