Time,PSI
0.00125,1.544399999999996
0.0275,1.0935999999999808
0.05375,1.3287999999999727
0.08,1.3287999999999727
0.10625,1.211199999999991
0.1325,2.0735999999999706
0.15875,1.387599999999992
0.185,1.171999999999997
0.21125,1.5051999999999737
0.2375,1.0739999999999839
0.26375,0.995599999999996
0.29,1.387599999999992
0.31625,1.407199999999989
0.3425,1.387599999999992
0.36875,0.9563999999999737
0.395,1.3287999999999727
0.42,1.4855999999999767
0.44625,1.015199999999993
0.4725,1.0739999999999839
0.49875,1.3483999999999696
0.525,0.5447999999999809
0.55125,1.03479999999999
0.5775,1.367999999999995
0.60375,1.2503999999999849
0.63,1.3091999999999757
0.65625,0.7407999999999788
0.6825,1.2503999999999849
0.70875,1.2699999999999818
0.735,1.2895999999999788
0.76125,1.5051999999999737
0.7875,0.995599999999996
0.81375,1.6423999999999808
0.84,1.4855999999999767
0.86625,1.2503999999999849
0.8925,1.2895999999999788
0.91875,1.4267999999999859
0.945,0.838799999999992
0.97,1.191599999999994
0.99625,1.4267999999999859
1.0225,1.407199999999989
1.04875,1.563999999999993
1.075,1.171999999999997
1.10125,0.995599999999996
1.1275,1.6619999999999777
1.15375,0.309599999999989
1.18,1.8383999999999787
1.20625,1.4659999999999798
1.2325,1.3483999999999696
1.25875,1.191599999999994
1.285,1.7011999999999716
1.31125,1.2699999999999818
1.3375,1.4659999999999798
1.36375,1.03479999999999
1.39,1.5051999999999737
1.41625,1.4659999999999798
1.4425,1.544399999999996
1.46875,1.4463999999999828
1.495,1.0935999999999808
1.52,1.4463999999999828
1.54625,1.367999999999995
1.5725,1.5247999999999706
1.59875,1.2895999999999788
1.625,1.03479999999999
1.65125,0.995599999999996
1.6775,0.7995999999999697
1.70375,0.7995999999999697
1.73,1.3287999999999727
1.75625,1.0935999999999808
1.7825,1.2895999999999788
1.80875,1.2699999999999818
1.835,1.4855999999999767
1.86125,1.171999999999997
1.8875,1.387599999999992
1.91375,1.2699999999999818
1.94,1.2699999999999818
1.96625,1.1523999999999717
1.9925,1.3483999999999696
2.01875,1.4267999999999859
2.045,1.230799999999988
2.07,0.6231999999999971
2.09625,1.4267999999999859
2.1225,1.230799999999988
2.14875,1.03479999999999
2.175,1.6031999999999869
2.20125,0.681999999999988
2.2275,0.995599999999996
2.25375,1.015199999999993
2.28,0.9171999999999798
2.30625,0.8779999999999859
2.3325,1.5247999999999706
2.35875,1.367999999999995
2.385,1.4659999999999798
2.41125,1.407199999999989
2.4375,1.211199999999991
2.46375,1.1327999999999747
2.49125,1.3091999999999757
2.5175,1.230799999999988
2.54375,0.9563999999999737
2.57,1.3483999999999696
2.59625,1.1327999999999747
2.62125,0.8779999999999859
2.6475,1.2699999999999818
2.67375,1.054399999999987
2.7,1.3287999999999727
2.72625,1.171999999999997
2.7525,1.544399999999996
2.77875,1.171999999999997
2.805,1.2699999999999818
2.83,1.1523999999999717
2.855,1.2699999999999818
2.88,1.2503999999999849
2.9075,1.759999999999991
2.9325,0.7407999999999788
2.9575,1.054399999999987
2.9825,1.171999999999997
3.0075,1.7011999999999716
3.03375,1.4659999999999798
3.05875,1.6031999999999869
3.08375,1.0935999999999808
3.10875,1.230799999999988
3.13375,1.171999999999997
3.16125,0.8779999999999859
