Time,State,Lox High,Fuel High,Lox Dome,Fuel Dome,Lox Tank1,Lox Tank2,Fuel Tank1,Fuel Tank2,Pneumatics,Lox Inlet,Fuel Inlet,Fuel Injector,Chamber1,Chamber2
2448523.0,5.0,1687.76,-363.05,677.97,-118.15,352.32,370.54,347.13,-75.87,349.32,510.18,0.0,0.12,0.12,0.0
2448857.0,5.0,-403.49,-365.87,197.79,339.87,352.2,369.22,346.36,-75.83,-72.8,509.87,0.0,0.12,0.12,0.0
2449196.0,5.0,-386.48,1754.77,197.61,339.95,352.52,369.22,346.46,-75.62,-72.85,509.63,0.06,0.12,0.12,0.0
2449534.0,5.0,1686.03,-365.49,677.11,339.24,351.94,368.76,346.02,357.28,-72.5,52.55,0.0,0.12,0.12,0.0
2449868.0,5.0,1686.23,-361.93,677.5,-74.39,352.64,370.52,347.13,-75.85,-72.85,509.11,0.0,0.12,0.12,0.0
2450205.0,5.0,-602.82,-362.11,197.84,339.74,352.32,369.58,346.5,-75.91,349.71,510.22,0.0,0.12,0.12,0.0
2450543.0,5.0,1686.61,-364.37,677.46,-74.66,352.9,369.24,346.69,-75.92,349.05,509.26,0.0,0.12,0.12,0.0
2450876.0,5.0,1682.31,-362.77,677.36,340.06,352.24,370.96,346.73,-75.41,349.14,510.22,0.0,0.12,0.16,0.0
2451214.0,5.0,-401.68,-366.9,198.14,340.12,352.44,370.3,346.31,-75.43,-73.34,509.18,0.0,0.12,0.12,0.0
2451552.0,5.0,1684.98,-360.52,677.24,339.22,352.64,368.78,346.17,-76.65,-72.43,508.95,0.0,0.12,0.12,0.0
2451889.0,5.0,1681.83,-365.49,198.02,339.95,352.7,368.8,346.15,-76.75,-72.78,509.85,0.0,0.12,0.12,0.0
2452227.0,5.0,1685.37,-363.9,677.01,-75.02,352.64,370.18,347.19,-75.68,-73.01,509.54,0.0,0.12,0.12,0.0
2452569.0,5.0,1688.62,-365.96,676.91,-75.06,352.64,370.32,346.92,-75.89,349.26,510.02,0.0,0.12,0.12,0.0
2452905.0,5.0,1590.05,1753.36,197.84,339.81,352.52,369.46,346.46,-75.69,349.01,510.49,0.0,0.12,0.12,0.0
2453238.0,5.0,1679.82,-361.83,677.17,340.0,352.74,369.26,346.69,-75.83,349.38,509.44,0.0,0.12,0.12,0.0
2453576.0,5.0,1686.03,-364.37,677.95,340.16,352.18,369.9,346.86,-75.58,-72.74,509.71,0.0,0.12,0.12,0.0
2453914.0,5.0,1685.37,-362.86,197.92,-74.93,352.46,370.4,346.67,-75.33,-72.85,509.07,0.0,0.12,0.12,0.0
